
[0057]  [090]  []  []

-Z/17a/480/t1	            {ΓΑΛΗΝΟΥ 
-Z/17a/492/8	<Πυθίων>, οὐκ ὀρθῶϲ γινώϲκει. τὸ γὰρ ἐλλιπὲϲ τῆϲ κρίϲεωϲ ἐκ τοῦ 
-Z/17a/492/9	μηδέπω πεπέφθαι τὴν νόϲον ἀναγκαῖον γίνεϲθαι. πολλοὺϲ γοῦν καὶ 
-Z/17a/492/10	αὐτὸϲ ὁ <Ἱπποκράτηϲ> ἔγραψε καὶ ἡμεῖϲ ἐθεαϲάμεθα κριθένταϲ ἐν 
-Z/17a/492/11	κριϲίμοιϲ ἡμέραιϲ ἐλλιπῶϲ διὰ μόνην τὴν τῶν οὔρων ἀπεψίαν. ἀμφο-
-Z/17a/492/12	τέρων δ' ἀλλήλοιϲ ϲυνελθόντων, τοῦ τε κατὰ τὴν δεκάτην ἡμέραν 
-Z/17a/492/13	ἀϲθενοῦϲ καὶ τῆϲ τῶν οὔρων ἀπεψίαϲ, ἐχρῆν ἴϲωϲ 〈μᾶλλον〉 μηδ' 
-Z/17a/492/14	〈ὅλωϲ〉 κεκρίϲθαι τὸν ἄνθρωπον ἢ [μὴ] ἐπὶ καλῷ τε καὶ χρηϲίμῳ. 
-Z/17a/492/15	τάχ' οὖν “ἑνδεκάτῃ” γεγραμμένον, οὐ <δεκάτῃ> κατ' ἀρχὰϲ εὐθέωϲ 
-Z/17a/493/1	ἡμαρτήθη, καθάπερ καὶ ἄλλα τινὰ φαίνεται πολλὰ διὰ τοὺϲ | πρώτουϲ 
-Z/17a/493/2	ταῦτα 〈μετα〉γράψανταϲ ἀμεληθέντα διαμεῖναι μέχρι παντόϲ.  
-Z/17a/493/3	  ἀλλὰ περὶ μὲν τῆϲ δεκάτηϲ ἡμέραϲ ἱκανὰ καὶ ταῦτα. ϲκέψαϲθαι 
-Z/17a/493/4	δ' ἄμεινόν ἐϲτι μὴ κατὰ τὸ πάρεργον, ὁποῖόν τι τὸ <ἐπινέφελον 
-Z/17a/493/5	ἐναιώρημα> νομιϲτέον ὑπάρχειν. ἐν μὲν γὰρ τῷ Προγνωϲτικῷ γέ-
-Z/17a/493/6	γραπται· “νεφέλαι δ' ἐμφερόμεναι ἐν τοῖϲιν οὔροιϲι λευκαὶ μὲν ἀγα-
-Z/17a/493/7	θαί, μέλαιναι δὲ φλαῦραι.” οὔτ' οὖν οὖρον <ἐπινέφελον> οὔτ' 
-Z/17a/493/8	<ἐναιώρημα> κατὰ τὸ Προγνωϲτικὸν εἴρηται, καίτοι γ' ἀκριβῶϲ ἅπα-
-Z/17a/493/9	ϲαν ἐν ἐκείνῳ τῷ βιβλίῳ διδάξαντοϲ αὐτοῦ τὴν ἀπὸ τῶν οὔρων πρό-
-Z/17a/493/10	γνωϲιν ἐν τοῖϲ ὀξέϲι νοϲήμαϲιν. οὐ μὴν οὐδὲ τῶν ἐξηγηϲαμένων τὸ 
-Z/17a/493/11	προκείμενον βιβλίον ἐζήτηϲέ τιϲ, ὁποῖον εἶναι βούλεται τὸ <ἐπινέ-
-Z/17a/493/12	φελον οὖρον ὁ Ἱπποκράτηϲ>. ἐγὼ τοίνυν ἅ μοι δοκεῖ ζητήϲαντι 
-Z/17a/493/13	περὶ αὐτοῦ λέγειν οὐκ ὀκνήϲω· τὸ τῆϲ νεφέληϲ ὄνομα κατὰ μετα-
-Z/17a/493/14	φορὰν ἀπὸ τοῦ περιέχοντοϲ ἡμᾶϲ ἀέροϲ ἐπὶ τῶν οὔρων εἰώθαϲιν 
-Z/17a/493/15	οἱ ἰατροὶ λέγειν, εἴτε τοῦ <Ἱπποκράτουϲ> πρώτου τὴν προϲηγορίαν 
-Z/17a/493/16	τήνδε κατά τινοϲ ἰδέαϲ <ἐναιωρημάτων> ἢ οὔρων εἴτε καὶ ἄλλου 
-Z/17a/493/17	τινὸϲ 〈πρὸ〉 αὐτοῦ θεμένου. ὥϲπερ οὖν ἐν τῷ περιέχοντι ποτὲ μὲν 
-Z/17a/494/1	ζοφώδηϲ γί|νεται κατάϲταϲιϲ, πεπυκνωμένου νεφέλαιϲ μελαίναιϲ αὐτοῦ, 
-Z/17a/494/2	ποτὲ δὲ 〈λαμπρὸν〉 ἀκριβῶϲ καὶ ἀνέφελον φαίνεται, ποτὲ δὲ καὶ 
-Z/17a/494/3	διεϲπαϲμέναι τινὲϲ ὁρῶνται κατ' αὐτὸ νεφέλαι καὶ λέγεται τηνικαῦτα 
-Z/17a/494/4	τὸ περιέχον <ἐπινέφελον>, ἐν ᾧ καιρῷ καὶ τὴν χροιὰν τῶν νεφε-
-Z/17a/494/5	λῶν οὔτε μέλαιναν ἀκριβῶϲ οὔτε λαμπρὰν ὁρῶμεν, ἀλλ' ἐν τῷ μεταξὺ 
-Z/17a/494/6	τούτων, οὕτω μοι δοκεῖ καὶ οὖρον καὶ <ἐναιώρημα> καλεῖν <ἐπινέ-
-Z/17a/494/7	φελον ὁ Ἱπποκράτηϲ>, ὃ μήτε λευκόν ἐϲτι τὴν χροιὰν μήτ' ἤδη 
-Z/17a/494/8	μέλαν ἀκριβῶϲ, ἀλλ' ἐν τῷ μεταξὺ τούτων. ὥϲπερ οὖν τὸ μὲν λευκὸν 
-Z/17a/494/9	<ἐναιώρημα> τῶν ἀγαθῶν ἐϲτι, τὸ δὲ μέλαν τῶν μοχθηρῶν, οὕτω 
-Z/17a/494/10	καὶ τὸ μεταξὺ τούτων οὔτε ἀγαθόν ἐϲτιν ἀκριβῶϲ οὔτε μοχθηρόν, 
-Z/17a/494/11	ἀλλ' ἐν τῷ μεταξύ. καὶ τοίνυν ἐπὶ τοῦ <Πυθίωνοϲ> ὑπολαβεῖν χρὴ 
-Z/17a/494/12	τοιοῦτον <ἐναιώρημα> γεγονέναι. λευκὸν μὲν γὰρ εἴπερ ἦν, οὐκ ἂν 
-Z/17a/494/13	ἐλλιπῆ τὴν κρίϲιν εἰργάϲατο, καθάπερ γ', εἰ καὶ μέλαν, οὐκ ἂν ἀγα-
-Z/17a/494/14	θήν. ἐπεὶ δ' οὖν ἦν μέϲον λευκοῦ τε καὶ μέλανοϲ, ἀγαθὴ μὲν ἐγένετο 
-Z/17a/494/15	κρίϲιϲ, ἀλλ' ἐλλιπήϲ.  
-Z/17a/494/16	  τὸ δὲ ὑπόλοιπον 〈τῆϲ διαθέϲεωϲ〉 κατὰ τὴν <τεϲϲαρακοϲτὴν 
-Z/17a/494/17	ἡμέραν> εἰϲ <ἀπόϲταϲιν> ἧκε διττήν, ἣν οὐδ' αὐτὴν ὀρθῶϲ ἐξηγοῦν-
-Z/17a/494/18	ται, κατὰ ϲυμπάθειαν τῆϲ εἰϲ τὴν <ἕδραν ἀποϲτάϲεωϲ> οἰόμενοι 
-Z/17a/495/1	γεγονέναι τῷ <Πυθίωνι> τὴν <ϲτραγγουρίαν, | Ἱπποκράτουϲ> 
-Z/17a/495/2	αὐτοῦ ποτὲ μὲν ἁπλῶϲ γράφοντοϲ γενέϲθαι τὴν <ϲτραγγουρίαν>, 
-Z/17a/495/3	ἐνίοτε δ' οὐχ ἁπλῶϲ, ἀλλὰ προϲτιθέντοϲ αὐτῇ τὸ τῆϲ <ἀποϲτάϲεωϲ> 
-Z/17a/495/4	ὄνομα, καθάπερ κἀν τῷ πρώτῳ τῶν Ἐπιδημιῶν ἐν τῇ δευτέρᾳ κατα-
-Z/17a/495/5	ϲτάϲει. γράφει γοῦν ὧδε· “μόνον δὲ χρηϲτὸν καὶ μέγιϲτον τῶν γενο-
-Z/17a/495/6	μένων ϲημείων καὶ πλείϲτουϲ ἐρρύϲατο τῶν ὄντων ἐν τοῖϲι μεγίϲτοιϲι 
-Z/17a/495/7	κινδύνοιϲιν, οἷϲιν ἐπὶ τὸ ϲτραγγουριῶδεϲ ἐτράπετο καὶ ἐϲ τοῦτο ἀπο-
-Z/17a/495/8	ϲτάϲιεϲ ἐγίνοντο.” προϲαγορεύοντοϲ γὰρ <ἀποϲτάϲειϲ> αὐτοῦ καὶ τὰϲ 
-Z/17a/495/9	κατ' ἔκκριϲιν τῶν λυπούντων χυμῶν γιγνομέναϲ, οὐ μόνον τὰϲ κατ' 
-Z/17a/495/10	ἀπόθεϲιν, εἰκότωϲ, ὥϲπερ εἰϲ δυϲεντερίαν ἐν ἑτέροιϲ, οὕτωϲ νῦν εἰϲ 
-Z/17a/495/11	<ϲτραγγουρίαν ἀπόϲταϲιϲ> εἴρηται γεγονέναι, καθαιρομένηϲ τῆϲ 
-Z/17a/495/12	ἐν ταῖϲ φλεψὶ κακοχυμίαϲ δι' ἀμφοτέρων τῶν ἐκκρίϲεων. 〈διὰ〉 τοῦτο 
-Z/17a/495/13	γοῦν ἐν αὐτῇ τῇ δευτέρᾳ καταϲτάϲει περὶ τῶν οὔρων ὀλίγον ἔμπρο-
-Z/17a/495/14	ϲθεν ἧϲ ἄρτι παρεθέμην ῥήϲεωϲ αὐτὸϲ ἔγραψεν ὡδί· “ϲτραγγουριώ-
-Z/17a/495/15	δεεϲ, οὐ νεφριτικά, ἀλλὰ τούτοιϲιν ἀντ' ἄλλων ἄλλα.” γινομένηϲ γὰρ 
-Z/17a/495/16	ἐν νοϲήμαϲι <ϲτραγγουρίαϲ> ἐπὶ νεφρῶν διαθέϲει, διορίζων ἀπ' 
-Z/17a/495/17	αὐτῆϲ τὴν ἐν τῇ δευτέρᾳ καταϲτάϲει γενομένην <ἀπόϲταϲιν> 〈τῷ〉 
-Z/17a/495/18	λόγῳ προϲέθηκε τὸ “<ϲτραγγουριώδεεϲ>, οὐ νεφριτικά, ἀλλὰ τού-
-Z/17a/495/19	τοιϲιν ἀντ' ἄλλων ἄλλα”, τουτέϲτιν ἀντὶ τῆϲ ἐν ταῖϲ φλεψὶ κακοχυ-
-Z/17a/496/1	μίαϲ καὶ τῶν ταύτῃ πυρετῶν ἀκολου|θούντων αἱ καθάρϲειϲ ἐγίγνοντο, 
-Z/17a/496/2	τῶν μοχθηρῶν χυμῶν ἐκκρινομένων διὰ τῆϲ κύϲτεωϲ, ὥϲπερ ἐνίοτε διὰ 
-Z/17a/496/3	τῶν ἐντέρων. ἡ τοίνυν δῆξιϲ ἡ ἀπὸ τῶν ἐκκρινομένων 〈χυμῶν〉 δριμέων 
-Z/17a/496/4	ὄντων εἰργάζετο τὴν <ϲτραγγουρίαν>. ἐδείχθη γὰρ ἡ κύϲτιϲ ἐπὶ τὴν 
-Z/17a/496/5	ἀπόκριϲιν ὁρμῶϲα τῶν οὔρων ἐν ταῖϲ <ϲτραγγουρίαιϲ>, πρὶν ἀξιολόγωϲ 
-Z/17a/496/6	ὑπ' αὐτῶν πληρωθῆναι, διὰ διττὴν αἰτίαν, ἤτοι τὸ μὴ φέρειν αὐτῶν 
[0057]  [090]  []  []

-Z/17a/496/7	τὴν ποιότητα 〈τῶν δριμέων〉 καὶ δακνωδῶν γενομένων ἢ τὸ δι' ἀρρω- 
-Z/17a/496/8	ϲτίαν βαρύνεϲθαι πρὶν ἀθροιϲθῆναι, κἂν ὀλίγον παντάπαϲιν ᾖ. τοι-
-Z/17a/496/9	αύτην οὖν ἔφη τινὰ καὶ τῷ <Πυθίωνι> τὴν <ἀπόϲταϲιν> ἤδη γενέϲθαι, 
-Z/17a/496/10	μὴ γράψαϲ ἁπλῶϲ οὑτωϲί· ‘<ϲτραγγουριώδηϲ> ἐγένετο’, ἀλλὰ προϲ-
-Z/17a/496/11	θεὶϲ τὸ <ἀπόϲταϲιϲ>· ἔχει γὰρ ἡ λέξιϲ οὕτωϲ· “<ἐμπύημα περὶ 
-Z/17a/496/12	ἕδρην καὶ ϲτραγγουριώδηϲ ἐγένετο ἀπόϲταϲιϲ>.” ἀλλὰ τὰ 
-Z/17a/496/13	μὲν τοιαῦτα, δυοῖν θάτερον, ἢ παρατρέχουϲιν ἢ κακῶϲ ἐξηγοῦνται 
-Z/17a/496/14	πολλοὶ τῶν ἐξηγητῶν, χρονίζουϲι δ' οὐκ ἀναγκαίωϲ, ὑπὲρ ὧν ἅπαξ 
-Z/17a/496/15	ἐνταῦθα διαλεχθῆναι βούλομαι. 
-Z/17a/496/15	 
-Z/17a/496/16t	      {ΠΕΡΙ ΤΩΝ ΜΟΧΘΗΡΩΣ ΕΞΗΓΟΥΜΕΝΩΝ} 
-Z/17a/496/16t	 
-Z/17a/496/17	  Ἐγὼ μὲν ᾤμην ἄμεινον εἶναι τὰ πολλῷ χρόνῳ ζητηθέντα μοι 
-Z/17a/496/18	καὶ μετὰ κρίϲεωϲ ἀϲφαλοῦϲ εὑρεθέντα μόνα γράφειν, ἄνευ τῶν εἰϲ 
-Z/17a/497/1	τοὺϲ κακῶϲ ἐξηγηϲαμένουϲ ἐλέγ|χων. ἐπεὶ δ' ἔνιοι μὲν διὰ τὸ μηδ' 
-Z/17a/497/2	ὅλωϲ πεπαιδεῦϲθαι κατὰ μηδὲν τῶν παιδείων μαθημάτων, ἔνιοι δὲ 
-Z/17a/497/3	καὶ φύϲει νωθροὶ τὴν διάνοιαν ὄντεϲ, ἀναγινώϲκοντεϲ ἐνίοτε παρά 
-Z/17a/497/4	τιϲι τῶν γραψάντων ἐξηγήϲειϲ ξέναϲ, αὐτῷ τούτῳ μόνῳ τῷ ξένῳ 
-Z/17a/497/5	ϲυναρπαϲθέντεϲ ἐπαινοῦϲιν αὐτάϲ, διὰ τοῦτ' ᾠήθην ἄμεινον εἶναι κἂν 
-Z/17a/497/6	ἅπαξ αὐτῶν που μνημονεῦϲαι τῶν οὕτωϲ ἐξηγουμένων, εἰρηκότοϲ γε 
-Z/17a/497/7	καὶ αὐτοῦ τοῦ <Ἱπποκράτουϲ>· “τὸ γὰρ ξενοπρεπὲϲ οὔπω ξυνιέν-
-Z/17a/497/8	τεϲ 〈εἰ χρηϲτὸν〉 μᾶλλον ἐπαινέουϲιν ἢ τὸ ϲύνηθεϲ, ὃ ἤδη οἴδαϲιν 
-Z/17a/497/9	ὅτι χρηϲτόν, καὶ τὸ ἀλλόκοτον μᾶλλον ἢ 〈τὸ〉 εὔδηλον.” ὅπωϲ οὖν 
-Z/17a/497/10	προειδότεϲ οἱ τοῖϲ ἡμετέροιϲ ὑπομνήμαϲιν ἐντυγχάνοντεϲ, ὁποῖοι γοῦν 
-Z/17a/497/11	τινεϲ οἱ τρόποι τῶν μοχθηρῶν ἐξηγήϲεών εἰϲιν, γνωρίζειν αὐτοὺϲ δύ-
-Z/17a/497/12	νωνται, μακρότερον ἐνταῦθα περὶ παϲῶν αὐτῶν ἔγνων γράψαι. καί 
-Z/17a/497/13	μοι μηδεὶϲ ἀχθεϲθῇ τῷ μήκει τοῦ λόγου, μέλλων ἔχειν αὐτὸν ἀεὶ 
-Z/17a/497/14	βοηθὸν εἰϲ τὴν τῶν φαύλων ἐξηγήϲεων διάγνωϲιν.  
-Z/17a/497/15	  ἓν μὲν οὖν εἶδόϲ ἐϲτιν αὐτῶν, ὁποῖόν τι καὶ κατὰ τὸν προκεί-
-Z/17a/497/16	μενον ἄρρωϲτον ἐποιήϲαντό τινεϲ, ὧν ἑνὸϲ παραγράψω τὴν ῥῆϲιν 
-Z/17a/497/17	αὐτοῖϲ ὀνόμαϲιν, ἵνα μή τιϲ οἰηθῇ με καταψεύδεϲθαι <τἀνδρόϲ>· “τὸ 
-Z/17a/497/18	μέντοι τῆϲ <Γῆϲ> ἱερὸν τὸ τῆϲ <Δήμητροϲ> λέγει. παρείληφε μὲν 〈τοῦ〉-
-Z/17a/498/1	το τὸ ἱερὸν μήποτε ὑπὲρ | τοῦ δεῖξαι τὴν αἰτίαν, ἀφ' ἧϲ 〈ὁ〉 τρόμοϲ 
-Z/17a/498/2	τῶν χειρῶν καὶ τὸ νοϲεῖν αὐτῷ ἐγένετο, ὡϲ τῇ 〈<Μελιδίᾳ> τῇ κατὰ 
-Z/17a/498/3	τὸ πρῶτον τῶν Ἐπιδημιῶν γεγραμμένῃ, ἣ κατέκειτο παρὰ τὸ τῆϲ 
-Z/17a/498/4	<Ἥραϲ> ἱερόν,〉 διὰ τὴν ἐποχὴν τῶν ἐπιμηνίων γενομένην, ὡϲ εἰκόϲ, 
-Z/17a/498/5	διὰ τὴν τοῦ μορίου ἀργίαν. καὶ πάλιν ἐν τῷ ἕκτῳ ἱϲτορεῖ, τἀνδρὸϲ 
-Z/17a/498/6	ἀποδήμου γενομένου, ἀργευϲαμένην τῷ μορίῳ τὴν γυναῖκα ἀναληφ-
-Z/17a/498/7	θέντων τῶν ἐπιμηνίων εἰϲ τὸ ϲτόμα φῦϲαι πώγωνα. καὶ τί γὰρ ἄλλο 
-Z/17a/498/8	ἢ ἀνδρωθῆναι τὴν γυναῖκα; οὕτωϲ οὖν καὶ <Πυθίων> ἀποϲχόμενοϲ 
-Z/17a/498/9	ϲυνουϲίαϲ διὰ τὴν πρὸϲ μόνον ἐπιμέλειαν τὸ ἱερὸν 〈τὴν〉 νόϲον ὑπο-
-Z/17a/498/10	μένει.” αὕτη μὲν ἑνὸϲ τῶν ἐξηγητῶν ἐϲτι ῥῆϲιϲ ἑαυτὸν καταβάλλον-
-Z/17a/498/11	τοϲ ἐκ τοῦ πολλάκιϲ μὲν ὀνομαϲτὶ μνημονεῦϲαί τινων οἰκήϲεων τὸν 
-Z/17a/498/12	<Ἱπποκράτην>, μὴ παϲῶν δ' αὐτῶν, ἀλλ' ὀλιγίϲτων παντάπαϲιν ἐξήγη-
-Z/17a/498/13	ϲιν γράψαι. εἰ γὰρ οὐκ ἀργῶϲ αἱ οἰκήϲειϲ τῶν νοϲηϲάντων ἐγράφηϲαν, 
-Z/17a/498/14	ἀλλὰ ϲυνενδείκνυνταί τι τῶν εἰϲ τὴν τέχνην χρηϲίμων, οὐκ ὀρθῶϲ 
-Z/17a/498/15	ἐποίηϲεν ἐπ' ὀλίγων μὲν ἀρρώϲτων ἐξηγηϲάμενοϲ αὐτῶν τὴν δύναμιν, 
-Z/17a/498/16	ἐπὶ δὲ τῶν ἄλλων καίτοι παμπόλλων ὄντων παραλιπών, οἷον εὐθέωϲ 
-Z/17a/498/17	ἐπὶ τοῦ πρώτου γραφέντοϲ κατὰ τὸ πρῶτον τῶν Ἐπιδημιῶν· “<Φι-
-Z/17a/498/18	λίϲκοϲ>”, γάρ φηϲιν, “ᾤκει παρὰ τὸ τεῖχοϲ”. εἶθ' ἑξῆϲ πάλιν· “<Ἐπι-
-Z/17a/499/1	κράτεοϲ> γυναῖκα, ἣ | κατέκειτο παρὰ ἀρχηγέτην”. καὶ πάλιν· “<Ἐρα- 
-Z/17a/499/2	ϲῖνοϲ> ᾤκει παρὰ <Βοώτου> χαράδρην.” εἶθ' ἑξῆϲ· “τὸν <Κλαζο-
-Z/17a/499/3	μένιον>, ὃϲ κατέκειτο παρὰ τὸ <Φρυνιχίδεω> φρέαρ”. εἶτ' αὖθιϲ 
-Z/17a/499/4	ἐπί τινοϲ γυναικόϲ· “τὴν <Δρομεάδεω>”, φηϲί, “γυναῖκα θυγατέρα 
-Z/17a/499/5	τεκοῦϲαν”. εἶτ' ἐπ' ἄλληϲ πάλιν “γυναικόϲ, ἣ κατέκειτο ἐν ἀκτῇ.” 
-Z/17a/499/6	ἐν αὐτῷ δὲ τούτῳ τῷ τρίτῳ τῶν Ἐπιδημιῶν ἑτέρουϲ πολλοὺϲ ἂν εὕροιϲ 
-Z/17a/499/7	γεγραμμένουϲ ἀρρώϲτουϲ μετὰ τῶν οἰκήϲεων, ἐν αἷϲ ᾤκουν, ἃϲ οὐδ' 
-Z/17a/499/8	ὅλωϲ ἐξηγοῦνται. “<Χαιρίων>”, οὖν φηϲιν, “ὃϲ κατέκειτο παρὰ <Δη-
-Z/17a/499/9	μαινέτῳ>·” μετ' αὐτὸν ἑξῆϲ· “τὴν <Εὐρυάνακτοϲ> θυγατέρα παρ-
-Z/17a/499/10	θένον πῦρ ἔλαβεν”· εἶθ' ἑξῆϲ· “ἡ κυναγχικὴ παρὰ 〈τὰ〉 <Βίτωνοϲ>”. 
-Z/17a/499/11	καὶ μετὰ ταύτην πάλιν· “τὸ μειράκιον, ὃ κατέκειτο ἐπὶ ψευδέων 
-Z/17a/499/12	ἀγορῇ.” καὶ τί δεῖ πολλὰ παραγράφειν, ὅλου ϲχεδὸν τοῦ βιβλίου 
-Z/17a/499/13	πεπληρωμένου τῆϲ τοιαύτηϲ γραφῆϲ; ἀλλ' ἐπὶ τὸ προκείμενον ἰτέον· 
-Z/17a/499/14	παμπόλλων γὰρ ἀρρώϲτων οὕτω γεγραμμένων 〈ἤτοι γ'〉 ἐπὶ πάντων 
-Z/17a/499/15	ἐχρῆν πεποιῆϲθαι τὴν ἀπὸ τῶν οἰκήϲεων ἐξήγηϲιν ἢ μηδ' ἐφ' ἑνόϲ. 
-Z/17a/499/16	  ἀλλ' ἔνιοί γε τῶν ἐξηγουμένων τὰ βιβλία κατεγνώκαϲιν 
-Z/17a/499/17	εἰϲ τοϲοῦτον τῶν ἀκροατῶν, ὥϲτ' ἐγώ ποτε ἐν <Ἀλεξανδρείᾳ> καὶ 
-Z/17a/500/1	τοιαύτηϲ ἐξηγή|ϲεωϲ ἤκουϲα περί τινοϲ ἐν τῷ πρώτῳ τῶν Ἐπιδημιῶν 
-Z/17a/500/2	ἀρρώϲτου γεγραμμένου κατὰ τὴν ῥῆϲιν, ἧϲ ἡ ἀρχή· “<Ϲιληνὸϲ> ᾤκει 
-Z/17a/500/3	ἐπὶ τοῦ πλαταμῶνοϲ”. ἐν γὰρ τῷ διηγεῖϲθαι τὰ ϲυμβάντα τούτῳ καὶ 
-Z/17a/500/4	τοιαύτην τινὰ ῥῆϲιν ἔγραψεν ὁ <Ἱπποκράτηϲ>· “νυκτὸϲ οὐδὲν ἐκοι-
-Z/17a/500/5	μήθη, λόγοι πολλοί, γέλωϲ, ᾠδή”. τούτοιϲ οὖν ἐπεφώνηϲεν “ἰού” ὁ 
-Z/17a/500/6	ἐξηγούμενοϲ τὸ ϲύγγραμμα, “<Ϲιληνὸϲ> γὰρ ἦν.” οἱ μαθηταὶ δ' ἀνα-
-Z/17a/500/7	πηδήϲαντεϲ ἐκεκράγεϲαν ὑπερθαυμάζοντεϲ. ἔνιοι δὲ τῶν ἐξηγουμένων 
-Z/17a/500/8	εἰϲ τοϲοῦτον ἥκουϲι περιεργίαϲ, ὥϲτε ζητοῦϲι, πότερον ἐπὶ τοῦ πλα-
-Z/17a/500/9	ταμῶνοϲ 〈ἢ τοῦ πλατανῶνοϲ〉 ὁ <Ϲιληνὸϲ> ᾤκει, τινὲϲ μὲν διὰ τοῦ 
-Z/17a/500/10	μῦ “πλαταμῶνοϲ” ἀξιοῦντεϲ γράφειν, ἔνιοι δὲ διὰ τοῦ νῦ “πλατανῶνοϲ”.  
-Z/17a/500/11	  ὡϲαύτωϲ δὲ ζητοῦϲιν οἱ τοιοῦτοι τῶν ἐξηγητῶν, ὅταν ὁ <Ἱππο-
-Z/17a/500/12	κράτηϲ> εἴπῃ· “κατέκειντο παρὰ τὸ θέητρον”, ἆρά γε “θέρετρον” ἄμει-
-Z/17a/500/13	νον γράφειν ἢ “θέητρον”. 
-Z/17a/500/14	  ἀλλὰ τῶν μὲν εἰϲ τὰ τοιαῦτα τὸν χρόνον ἀναλιϲκόντων κατεγνώ-
-Z/17a/500/15	καϲι, τοὺϲ δὲ διὰ τῶν ἔν τε τῷ Προρρητικῷ καὶ ταῖϲ Κωακαῖϲ προ-
-Z/17a/500/16	γνώϲεϲι γεγραμμένων ἐξηγουμένουϲ τὰ κατὰ τοὺϲ νοϲοῦνταϲ ἐν 〈τού-
