
[0057]  [077]  []  []

-Z/13/362/t1	{ΓΑΛΗΝΟΥ ΠΕΡΙ ΣΥΝΘΕΣΕΩΣ ΦΑΡΜΑΚΩΝ 
-Z/13/375/1	  [Περὶ τοῦ διὰ χαλκίτεως ἐμπλαστοῦ φαρ-
-Z/13/375/2	μάκου.] Τίνι λόγῳ συνέθηκα τὴν διὰ χαλκίτεως ἔμπλαστρον, 
-Z/13/375/3	ἣν φοινικίνην ὀνομάζω, κολλητικήν τε καὶ συνουλωτικὴν 
-Z/13/375/4	ἑλκῶν καὶ φλεγμονῶν θεραπευτικὴν, ἐπειδὰν τακεῖσα σύστα-
-Z/13/375/5	σιν ὑγρᾶς ἔχῃ κηρωτῆς, τοὺς μὲν ἐμπειρικοὺς ἐάσαντες ὁμο-
-Z/13/375/6	λογεῖν τὴν ἑαυτῶν ἀμαθίαν, ἀποστάντες δὲ καὶ τῶν περὶ 
-Z/13/375/7	τὸν Θεσσαλὸν, ἀγνοούντων τὰ κάλλιστα τῶν ἡυρημένων τοῖς 
-Z/13/375/8	ἰατροῖς φαρμάκων, ἐξ ἐναντίων δυνάμεων συγκείμενα, τὸν 
-Z/13/375/9	λογισμὸν ἀσκεῖτε πρὸς τὸ δύνασθαι συντιθέναι φάρμακα 
-Z/13/375/10	ταῖς αὐταῖς ἐμοὶ χρώμενοι μεθόδοις, ἵν' ἔργῳ καὶ αὐτοὶ 
-Z/13/375/11	πεισθῆτε καὶ τὰ τοῖς ἔμπροσθεν ἡυρημένα λογισμῷ συντί-
-Z/13/375/12	θεσθαι πάντα, ληρώδους τῆς τῶν ἐμπειρικῶν περι-
-Z/13/375/13	πτώσεως οὔσης. λεκτέον οὖν ἤδη τὸν λόγον τῆς τοῦ προ-
-Z/13/375/14	κειμένου φαρμάκου συνθέσεως. διαφορητικὴν μὲν ἔχει δύνα-
-Z/13/375/15	μιν ἔλαιόν τε παλαιὸν καὶ στέαρ, ἀποκρουστικὴν δὲ καὶ 
-Z/13/375/16	στυπτικὴν ἥ τε χαλκῖτις καὶ ὁ τοῦ φοίνικος χυλός. ἐκ τού-
-Z/13/375/17	των οὖν ἐγὼ συνέθηκα φάρμακον, ᾧ πάνυ πολλοὺς ἤδη χρω- 
-Z/13/376/1	μένους ἴστε διὰ τὸ τῶν ὁμοειδῶν ἁπάντων ἄμεινον κεκρί-
-Z/13/376/2	σθαι, δι' αὐτῶν τῶν ἔργων βασανισθέν. ὁ μὲν γὰρ λόγος 
-Z/13/376/3	εὑρίσκει τὴν σύνθεσιν, ἡ δὲ πεῖρα κρίνει τὴν τῶν εὑρεθέν-
-Z/13/376/4	των ἀρετὴν, ὥστε καὶ τοῖς ἀπείροις λογικῶν μεθόδων πι-
-Z/13/376/5	στεύεσθαι τὰ τεχνικῶς συντεθέντα. προσέμιξα δὲ τοῖς εἰρη-
-Z/13/376/6	μένοις ἄρτι φαρμάκοις λιθάργυρον οὐδέν τι μέγα συντελέ-
-Z/13/376/7	σαι δυναμένην οὔτε τοῖς ἀναστέλλουσι τὸ ἐπιῤῥέον οὔτε 
-Z/13/376/8	τοῖς διαφοροῦσι τὸ ἐστηριγμένον ἤδη κατὰ τὰ φλεγμαίνοντα 
-Z/13/376/9	μόρια· ξηραντικῆς γάρ ἐστι δυνάμεως οὐ μὴν ἰσχυρᾶς, ἀλλ' 
-Z/13/376/10	ὡς ἐπιτήδειον φάρμακον αὐτὴν εἰς ἐμπλαστοῦ σύνθεσιν 
-Z/13/376/11	ἔμιξα, σὺν γὰρ τοῖς εἰρημένοις ἕψηται μέχρι συστάσεως 
-Z/13/376/12	ἀμολύντου. χρὴ δὲ τὸ στέαρ ἄναλόν τε καὶ ὡς ἔνι μάλιστα 
-Z/13/376/13	παλαιότατον εἶναι, τό τε ἔλαιον ὁμοίως παλαιόν. ἐμάθετε 
-Z/13/376/14	γάρ πως παραπλησίας μὲν εἶναι ἀλλήλοις δυνάμεως τό τε 
-Z/13/376/15	ἔλαιον καὶ τὸ στέαρ τῶν ὑῶν, μαλακτικώτερον βραχὺ καὶ 
-Z/13/376/16	θερμότερον ὂν τῇ δυνάμει τὸ στέαρ. ἐμάθετε δὲ καὶ ὡς πα-
-Z/13/376/17	λαιούμενα λεπτομερέστερά τε καὶ διαφορητικώτερα γίγνεται 
-Z/13/376/18	καὶ διὰ τοῦτο ταῖς μὲν ὀδυνηραῖς φλεγμοναῖς παρηγορικώ- 
-Z/13/377/1	τερα τὰ νέα, ταῖς δὲ μὴ τοιαύταις ὠφελιμώτερα τὰ παλαιά. 
-Z/13/377/2	καὶ ὅσῳ γ' ἂν ᾖ χρονιωτέρα τε καὶ δύσλυτος ἡ φλεγμονὴ, 
-Z/13/377/3	τοσούτῳ τὰ παλαιὰ χρησιμώτερα καὶ μόνα θεραπεύειν ἱκανὰ 
-Z/13/377/4	μηδενὸς ἐπιῤῥέοντος ἔτι τῷ πεπονθότι μορίῳ. εἰ δ' ἐπιῤῥέοι 
-Z/13/377/5	τι, μικτὴν εἶναι χρὴ καὶ τοῦ φαρμάκου τὴν δύναμιν, οἵαπερ 
-Z/13/377/6	ἐστὶ τοῦ συντεθέντος ὑπ' ἐμοῦ. διὰ τοῦτο γοῦν ἔμιξα τοῖς 
-Z/13/377/7	διαφοροῦσι τὴν χαλκῖτιν καὶ τὸν φοίνικα, παντάπασιν ὀλί-
-Z/13/377/8	γας φλεγμονὰς εἰδὼς χρονιζούσας, ἐφ' ὧν οὐδὲν ἐπιῤῥεῖ. διὰ 
-Z/13/377/9	γὰρ τοὺς ἐπιῤῥέοντας αὐτοῖς χυμοὺς εἰώθασι χρονίζειν. ἀρ-
-Z/13/377/10	χομένων δὲ καὶ αὐξανομένων τῶν φλεγμονῶν ἐπικρατεῖν 
-Z/13/377/11	προσήκει τὴν τῶν στυφόντων τε καὶ ψυχόντων φαρμάκων 
-Z/13/377/12	δύναμιν, καὶ διὰ τοῦτο τηκόμενον εἰς πάχος κηρωτῆς ὑγρᾶς 
-Z/13/377/13	τὸ ἐμπλαστὸν τοῦτο φάρμακον ἱκανῶς πολύχρηστον γίγνε-
-Z/13/377/14	ται ποτὲ μὲν οἴνου προσλαμβάνον ἢ ὄξους ἢ ὕδατος, ἔστι 
-Z/13/377/15	δὲ ὅτε δι' ὠμοτριβοῦς ἐλαίου τηκόμενον ἤ τινος τῶν στύ-
-Z/13/377/16	ψιν ἐχόντων, οἷόν ἐστι τὸ Σπανόν τε καὶ τὸ Ἰστρικὸν, ἢ 
-Z/13/377/17	διά τινος τῶν γλυκέων ἄνευ στύψεως ἢ διὰ παλαιοῦ. καὶ  
-Z/13/378/1	διὰ μυρσίνου δὲ καὶ μηλίνου πολλάκις ἔτηξα τὸ φάρμακον, 
-Z/13/378/2	ἐφ' ὧν ἐστι στύψεως ἰσχυροτέρας χρεία. αὕτη μὲν οὖν ἡ 
-Z/13/378/3	σύνθεσις τοῦ φαρμάκου κατὰ τοιάνδε γίγνεται συμμετρίαν. 
-Z/13/378/4	τοῦ παλαιοῦ στέατος ὃ καλοῦσιν ἀξούγγιον οἱ πιπρά-
-Z/13/378/5	σκοντες ἔστωσαν λίτραι βʹ. τοῦ δὲ ἐλαίου τοῦ παλαιοῦ λί-
-Z/13/378/6	τραι γʹ. καὶ λιθαργύρου λίτραι γʹ, χαλκίτεώς τε οὐγγίαι δʹ. 
-Z/13/378/7	ἕψειν δὲ αὐτὰ χρὴ κατὰ τόνδε τὸν τρόπον. τοῦ στέατος 
-Z/13/378/8	τοὺς ὑμένας ἐξελὼν καὶ τὸ λοιπὸν θλάσας, ὡς εὔτηκτον 
-Z/13/378/9	γενέσθαι μετὰ τοῦτο τῆξον ἐπὶ πυρὸς, εἶτα λαβὼν ἠθμὸν 
-Z/13/378/10	διήθησον, ὡς καθαρὸν αὐτὸ γενέσθαι, μηδὲν ὑμένος ἔχον, 
-Z/13/378/11	ἕλκον σταθμὸν τὰς προειρημένας δύο λίτρας, εἶτα λελειωμέ-
-Z/13/378/12	νας τὰς δʹ. οὐγγίας τῆς χαλκίτεως σὺν ταῖς τρισὶ λίτρας τοῦ 
-Z/13/378/13	ἐλαίου μίξεις τῷ στέατι, προσεπιβαλὼν καὶ τὰς γʹ. λίτρας 
-Z/13/378/14	τῆς λιθαργύρου, καὶ πάντα κατὰ θυείαν ἑνώσας ἔμβαλλε 
-Z/13/378/15	ἐν τῇ κακκάβῃ, κινῶν ξύλῳ φοίνικος. ἀρκέσει δέ σοι κλάδος 
-Z/13/378/16	εἷς τῶν μεγάλων, ὡς τῷ μὲν ἁδρῷ μέρει τοῦ ξύλου χρῆ-
-Z/13/378/17	σθαι κινοῦντα, κατὰ τὴν τῆς καλουμένης σπάθης χρείαν· 
-Z/13/378/18	οὕτω γὰρ ὀνομάζουσιν ᾧ κινοῦσι τὰ σκευαζόμενα, καὶ 
-Z/13/378/19	ἡμεῖς τοῦ σαφοῦς ἐχόμενοι καλέσομεν ὡσαύτως αὐτοῖς. τὸ  
-Z/13/379/1	δὲ συνεχὲς τῷ ἁδρῷ μέρει τοῦ κλάδου περικαθῄρας καὶ τὰς 
-Z/13/379/2	ἑκατέρωθεν ἐκφύσεις τὰς λεπτὰς ἀποτρίψας κατάτεμνε, προ-
[0057]  [077]  []  []

-Z/13/379/3	περιξύσας τὸν φλοιὸν, ὅπως ἐμβληθέντα τὰ τμήματα τῷ 
-Z/13/379/4	φαρμάκῳ μεταδῷ τοῦ καθ' ἑαυτὰ χυλοῦ. τῇ μὲν οὖν σπάθῃ 
-Z/13/379/5	χρῆσθαι προσῆκεν ἀπ' ἀρχῆς εὐθέως, τὰ δὲ λεπτὰ τμήματα 
-Z/13/379/6	τῆς φοίνικος ἐμβάλλειν, ὅταν εἰς σύστασιν ἥκῃ τὸ φάρμα-
-Z/13/379/7	κον ὁμοίαν κηρωτῇ. ἐὰν γὰρ ἀπ' ἀρχῆς ἐμβάλλῃς αὐτὰ, κα-
-Z/13/379/8	ταναλωθήσεται διὰ τῆς ἑψήσεως ὁ χυλὸς τῶν ἐμβληθέντων, 
-Z/13/379/9	ὃν διαμεῖναι βουλόμεθα. καὶ αὐτῆς δὲ τῆς σπάθης, ᾗ κινεῖς 
-Z/13/379/10	ἐξ ἀρχῆς τὸ φάρμακον, ὅταν τὸ διαβρεχόμενον ἐν τῇ κακ-
-Z/13/379/11	κάβῃ γένηται ξηρὸν, ὡς μηκέτ' ἔχειν τὸν οἰκεῖον χυλὸν, ἀπο-
-Z/13/379/12	τέμνων αὐτὸ καὶ ἀποῤῥίπτων τῷ λοιπῷ χρῷ. καὶ αὖθις 
-Z/13/379/13	ὁμοίως εἰ τύχοι τὸ διαβρεχόμενον ἐν τῷ φαρμάκῳ ξηρανθὲν 
-Z/13/379/14	αὖθις ἀπότεμνε. πρόδηλον δ' ὅτι τὸν κλάδον τοῦ φοίνικος 
-Z/13/379/15	οὐ χρὴ πρὸ πολλῶν ἡμερῶν ἀποτετμῆσθαι τοῦ δένδρου, ξη-
-Z/13/379/16	ραίνεται γὰρ ἐν τῷ χρόνῳ καὶ ἄχυλος γίνεται. κατὰ τὴν 
-Z/13/379/17	προτέραν οὖν, εἴπερ εἴη χειμὼν, ἀφῃρήσθω, θέρους δὲ χρὴ 
-Z/13/379/18	καὶ κατ' αὐτὴν ἐκείνην τὴν ἡμέραν, ἐν ᾗπερ ἂν ἕψῃς τὸ 
-Z/13/379/19	φάρμακον, ἀφῃρῆσθαι τοῦ δένδρου τὸν κλάδον. ὅταν δ' οὕ- 
-Z/13/380/1	τως ἑψόμενον ἀμόλυντον γένηται τὸ φάρμακον, αὐτῷ μὲν 
-Z/13/380/2	ἐμπλαστῷ χρήσῃ κατά τε τῶν δυσεπουλώτων ἑλκῶν καὶ τῶν 
-Z/13/380/3	ἐναίμων ἐλαίῳ διατήκων, ἐπὶ τῶν φλεγμαινόντων, ἐν ποδά-
-Z/13/380/4	γραις, ἐν ἀρθρίτισιν, ἐν βουβῶσιν, ἐν φύμασιν, ἐν κατακαύ-
-Z/13/380/5	μασιν, ἐν χειμέθλοις, ἐν κατάγμασιν, ἐν θλάσμασιν, ἐν ταῖς 
-Z/13/380/6	ῥευματικαῖς καλουμέναις διαθέσεσιν ἁπάσαις. ἤδη δὲ καὶ τῶν 
-Z/13/380/7	τὰς κήλας τεμνόντων πολλοὶ μετὰ τὴν χειρουργίαν εὐθέως 
-Z/13/380/8	ἐπιτιθέασιν αὐτὸ, μετά τε τῶν ἐπιβροχῶν καὶ τῶν κατα-
-Z/13/380/9	πλασμάτων διαπραττόμενοι. εἰ μέντοι τῆς χαλκίτεως ἐμβά-
-Z/13/380/10	λοις οὐγγίας στʹ. ὅπερ ἐστὶν ἥμισυ λίτρας, ἔσται σοι μεγά-
-Z/13/380/11	λων τραυμάτων κολλητικώτερον τὸ φάρμακον ἐπουλωτικώ-
-Z/13/380/12	τερόν τε τῶν δυσεπουλώτων. ἀλλ' ἐν τούτῳ μέν ἐστι καὶ 
-Z/13/380/13	ἄλλα φάρμακα τῆς αὐτῆς δυνάμεως. τηχθέντι δὲ αὐτῷ μετ' 
-Z/13/380/14	ἐλαίου θαῤῥεῖν χρὴ τῶν ἄλλων ἁπάντων μᾶλλον ἐπὶ τῶν 
-Z/13/380/15	ῥευματικῶν διαθέσεων. ἐν γοῦν τῇ Ῥώμῃ πλείστων γιγνομέ-
-Z/13/380/16	νων τοιούτων, οὐδὲν οὕτως ἠυδοκίμησεν. ἐπιτήδειον δὲ, ὡς 
-Z/13/380/17	ἔφην, ἔστι καὶ ποδάγραις καὶ ἀρθρίτισιν ἐν ἅπαντι καιρῷ,  
-Z/13/381/1	καθ' ὃν οὐκ εἰσὶν ὀδύναι σφοδραὶ, δεόμεναι καταντλημάτων 
-Z/13/381/2	τε καὶ καταπλασμάτων παρηγορικῶν. ἀρχομένων οὖν καὶ 
-Z/13/381/3	αὐξομένων ἔτι τῶν τοιούτων διαθέσεων, ἐπειδὰν τήξῃς τὸ 
-Z/13/381/4	φάρμακον, ἐάσας ἀποψυχθῆναι, καὶ ξύων σπαθομήλῃ τὸ ξυ-
-Z/13/381/5	σθὲν ἔμβαλε εἰς θυείαν παραχέων οἴνου καὶ τρίβων ταῖς 
-Z/13/381/6	χερσὶ πρὸς τῇ θυείᾳ, χάριν τοῦ δέξασθαι τὸν οἶνον. ἔστω 
-Z/13/381/7	δ' οὗτος ἐκ τῶν αὐστηροτέρων, ἡλικίαν μὲν μέσος, οὐ πα-
-Z/13/381/8	χὺς δὲ κατὰ τὴν σύστασιν, ἀλλ' ὡς οἷόν τε μάλιστα διαυ-
-Z/13/381/9	γέστερος. ὁ γὰρ τοιοῦτος, ὡς λεπτομερέστερος ὢν, εἰς τὸ 
-Z/13/381/10	βάθος δύεται τῶν σωμάτων. ἄχρι τοσούτου δ' αὐτὸν ἐπίχει 
-Z/13/381/11	τῷ τετηκότι φαρμάκῳ, τρίβων ταῖς χερσὶν ἄχρις ἂν ὑποδέ-
-Z/13/381/12	χηται καὶ μιγνύηται καὶ μὴ παραπλέῃ τὸ ὑγρὸν ἄμικτον τῷ 
-Z/13/381/13	τριβομένῳ τε καὶ μαλασσομένῳ φαρμάκῳ. καὶ χωρὶς δὲ τοῦ 
-Z/13/381/14	προψύχοντα ξύειν ἔτι θερμῷ τῷ τετηκότι φαρμάκῳ τὸν 
-Z/13/381/15	οἶνον ἐγχέας τις ἀναμῖξαι δυνήσεται. κατὰ μὲν οὖν τὰς ἀρ-
-Z/13/381/16	χὰς τῶν φλεγμονῶν τὴν ἀποκρουστικὴν δύναμιν ἐπικρατεῖν 
-Z/13/381/17	προσήκει, κατὰ δὲ τὰς αὐξήσεις ἀφαιρεῖν μέν τι αὐτῆς, προσ-
-Z/13/381/18	τιθέναι δὲ τῆς διαφορητικῆς. ὅταν δ' εἰς τὴν οἰκείαν ἀκμὴν  
-Z/13/382/1	ὁ τῆς φλεγμονῆς ὄγκος ἀφίκηται, παραπλησίας ἀλλή-
-Z/13/382/2	λαις εἶναι χρὴ τὰς δυνάμεις τήν τε ἀποκρουστικὴν καὶ δια-
-Z/13/382/3	φορητικὴν, ἐάν γε μή τις ὀδύνη σφοδρὰ παρηγορικοῦ δέηται 
-Z/13/382/4	φαρμάκου. παρακμαζούσης δὲ τῆς φλεγμονῆς τὴν διαφορητι-
-Z/13/382/5	κὴν δύναμιν ἐπικρατεῖν προσήκει, ὡς μηδ' ὅλως ἐν ἐκείνῳ 
-Z/13/382/6	τῷ καιρῷ μίγνυσθαί τι τοῦ οἴνου. καὶ μέντοι καὶ κατ' αὐ-
-Z/13/382/7	τὴν τὴν τῆξιν, ἔνθα μὲν ἐπικρατεῖν ἱκανῶς βουλόμεθα τὴν 
-Z/13/382/8	στύφουσαν ποιότητα, τὸ Σπανὸν ἔλαιον ἢ τὸ Ἰστρικὸν ἢ 
-Z/13/382/9	τὸ καλούμενον ὀμφάκινόν τε καὶ ὠμοτριβὲς ἐμβάλλειν προσ-
-Z/13/382/10	ήκει. ἔνθα δὲ παραπλησίας ἔχειν ἀμφοτέρας τὰς δυνάμεις, 
-Z/13/382/11	ἐλαίῳ γλυκεῖ μήτε προσφάτῳ μήτε παλαιῷ τήκειν αὐτό. δια-
-Z/13/382/12	φορητικὸν δὲ ποιῆσαι βουλόμενοι, ἐπιτήδειόν ἐστι παλαιὸν 
-Z/13/382/13	ἔλαιον ἢ κίκινον. ἡ δὲ ἐν τῷ τήκεσθαι συμμετρία τοῦ ἐμπλα-
-Z/13/382/14	στοῦ φαρμάκου τοιάδε γιγνέσθω. βραχὺ πλέον ἔστω σοι 
-Z/13/382/15	τὸ ἔλαιον τοῦ φαρμάκου καὶ μᾶλλον δηλονότι τοῦ θέρους, 
-Z/13/382/16	ὡς εἶναι δέκα μὲν οὐγγίας τοῦ φαρμάκου, τοῦ δὲ ἐλαίου 
-Z/13/382/17	λίτραν μίαν αὐτάρκως ἂν ἐμβάλλοι τις. εὔδηλον δ' ὅτι δρα-
-Z/13/382/18	στικώτερον μὲν γίνεται πλέον ἔχον τοῦ φαρμάκου, παρηγο- 
-Z/13/383/1	ρικώτερον δὲ καὶ ἀνωδυνώτερον, ὅσῳ περ ἂν ὑγρότερον γέ-
-Z/13/383/2	νηται τακὲν σὺν ῥοδίνῳ. κηρωτῆς δὲ ἐγχρίστου σύστασιν 
-Z/13/383/3	λαμβάνει, τακείσης τοῦ φαρμάκου λίτρας μιᾶς ἐν ἡμιλίτρῳ 
-Z/13/383/4	ἐλαίου. χρήσιμον δὲ τὸ τοιοῦτο ταῖς παρακμαῖς τῶν φλε-
