
[0086]  [048]  [Divis]  []

-Z//1col1/8	1. 
-Z//51/23	ἐπιστήμην ὁ ἔχων τὴν στρατηγικὴν ἐπιστήμην, ὁ δὲ κατὰ  
-Z//52/1	δύναμίν τινα καὶ πραγμάτων κυρείαν οἷον ὁ ἀπό τινος ἐπι-
-Z//52/2	σταθεὶς ἢ αὐτὸς ὑφ' ἑαυτοῦ κύριος χρημάτων καὶ στρατιω-
-Z//52/3	τῶν γενόμενος. 
-Z//52/5	[37] 
-Z//52/6	  διαιροῦνται αἱ μέθοδοι αἱ εἰς τὰ προβλήματα εἰς τρία. 
-Z//52/7	εἰσὶ γὰρ αὐτῶν αἱ μὲν κριτικαί, αἱ δὲ θεωρητικαί, αἱ δὲ 
-Z//52/8	ἐριστικαί. καὶ κριτικαὶ μέν εἰσιν αἷς τὸ βέλτιον καὶ τὸ 
-Z//52/9	χεῖρον διακρίνομεν, οἷον πότερον βέλτιον δικαιοσύνη ἢ ἀν-
-Z//52/10	δρεία. θεωρητικαὶ δὲ αἷς θεωροῦμεν τὸ τοιοῦτον, οἷον πό-
-Z//52/11	τερον ταὐτὸν νόσος ἐστὶν ὑγείᾳ καὶ εὐεξίᾳ ἢ οὔ. ἐριστικαὶ 
-Z//52/12	δὲ αἷς τοὺς ὅρους ἀναιροῦμεν, οἷον οὐκ ἔστιν εὐεξία σωμά-
-Z//52/13	των ἡ κρατίστη. 
-Z//52/14	[38] 
-Z//52/15	  διαιρεῖται ἡ λύπη εἰς τρία. ἔστι γὰρ αὐτῆς ἓν μὲν ἐφ' 
-Z//52/16	οἷς προσήκει τὸν φρόνιμον λυπεῖσθαι, ἓν δὲ ἐπὶ [τοῖς ἀλ-
-Z//52/17	λοτρίοις ἀγαθοῖς καὶ κακοῖς καὶ] τοῖς ἄλλοις τοῖς μηδὲν 
-Z//52/18	προσήκουσι λυπεῖσθαι. ἔστι δὲ τὸ μὲν ἐφ' οἷς προσήκει τὸν 
-Z//52/19	φρόνιμον λυπεῖσθαι, οἷον ἐπὶ τοῖς ἑαυτοῦ ἀτυχήμασιν ἢ τῶν 
-Z//52/20	αὐτοῦ τινὸς οἰκείων ἢ φίλων ἢ τῆς συμπάσης πόλεως καὶ 
-Z//52/21	ἐπὶ τῶν ἄλλων τῶν τοιούτων. τὸ δὲ ἐπὶ [τοῖς ἀλλοτρίοις 
[0086]  [048]  [Divis]  []

-Z//52/22	ἀγαθοῖς λυπεῖσθαι ἐστὶ φθόνος τις καὶ βασκανία καὶ πᾶν  
-Z//53/1	τὸ τοιοῦτον· τὸ δὲ ἐπὶ πᾶσι κακοῖς καὶ ἀγαθοῖς καὶ πᾶσι] 
-Z//53/2	τοῖς ἄλλοις τοῖς μηδὲν προσήκουσι λυπεῖσθαι, τὸ μὲν ἐπὶ 
-Z//53/3	τοῖς κακοῖς τοῖς ἀλλοτρίοις ἔλεος, τὸ δὲ ἐπὶ τοῖς ἀγαθοῖς 
-Z//53/4	φθόνος [, τὸ δὲ ἐπὶ τοῖς ἄλλοις τοῖς μηδὲν προσήκουσι 
-Z//53/5	φθόνος καὶ βασκανία]. 
-Z//53/6	[39] 
-Z//53/7	  διαιρεῖται ἡ ἡδονὴ εἰς τέσσαρα. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//53/8	περὶ τὸ λογ〈ιστ〉ικόν, 〈ἓν δὲ περὶ τὸ θυμικόν,〉 ἓν δὲ περὶ  
-Z//54/1	τὸ ἐπιθυμητικόν, ἓν δὲ περὶ τὰς αἰσθήσεις. ἔστι δὲ ἡ 
-Z//54/2	〈μὲν〉 [τὸ μανθάνειν] περὶ τὸ λογιστικὸν ἡ ἀπὸ τοῦ μαν-
-Z//54/3	θάνειν καὶ ἀνευρίσκειν ἡδονὴ καὶ τὰ τοιαῦτα. περὶ δὲ τὸ 
-Z//54/4	θυμικὸν οἷον ἥ τε τοῦ κρατεῖν καὶ νικᾶν καὶ ἀντιτιμωρεῖ-
-Z//54/5	σθαι καὶ αἱ τοιαῦται. αἱ δὲ περὶ τὸ ἐπιθυμητικὸν αἵ τε 
-Z//54/6	ἀπὸ τῆς τροφῆς καὶ συνουσίας καὶ αἱ τοιαῦται ἡδοναὶ γι-
-Z//54/7	νόμεναι. ἡ δὲ [περὶ τὸ αἰσθητικὸν] περὶ τὰς αἰσθήσεις, 
-Z//54/8	οἷον ἥ τε διὰ τοῦ ὁρᾶν καὶ γεύεσθαι καὶ ὀσφραίνεσθαι καὶ 
-Z//54/9	αἱ τοιαῦται. 
-Z//54/10	[40] 
-Z//54/11	  διαιρεῖται ἡ εὐταξία εἰς τέσσαρα. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//54/12	περὶ ψυχήν, ἓν δὲ περὶ σῶμα, ἓν δὲ περὶ πλῆθος, ἓν δὲ 
-Z//54/13	περὶ κινήσεις. ἡ μὲν οὖν ἐν τῇ ψυχῇ εὐταξία ἐγγινομένη 
-Z//54/14	κοσμιότης καλεῖται, ἡ δὲ ἐν τῷ σώματι εὐταξία κάλλος κα-
-Z//54/15	λεῖται, ἡ δὲ ἐν κινήσει εὐταξία εὐρυθμία ὀνομάζεται, ἡ δὲ 
-Z//54/16	ἐν τῷ πλήθει, οἷον ἡ πρὸς ἄρχοντας πειθαρχία εὐταξία 
-Z//54/17	προσαγορεύεται. 
-Z//54/18	[41] 
-Z//54/19	  διαιρεῖται ἡ ἀταξία εἰς τέσσαρα. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//54/20	ἐν ψυχῇ, ἓν δὲ ἐν σώματι, ἓν δὲ ἐν πλήθει, ἓν δὲ ἐν κι- 
-Z//55/1	νήσει. ἡ μὲν οὖν ἐν τῇ ψυχῇ ἀταξία ἐγγινομένη ἀσωτία ἢ 
-Z//55/2	ἀκολασία καλεῖται, ἡ δὲ ἐν τῷ σώματι ἀταξία αἰσχρότης κα-
-Z//55/3	λεῖται, ἡ δὲ ἐν τῷ πλήθει ἀταξία ἀπειθαρχία καλεῖται, ἡ δὲ 
-Z//55/4	ἐν κινήσει ἀρρυθμία προσαγορεύεται. 
-Z//55/5	[42] 
-Z//55/6	  διαιρεῖται τὰ ἐν φιλοσοφίᾳ προβλήματα εἰς πέντε. ἔστι 
-Z//55/7	γὰρ αὐτῶν ἓν μὲν πολιτικόν, ἓν δὲ διαλεκτικόν, ἓν δὲ φυ-
-Z//55/8	σικόν, ἓν δὲ ἠθικόν, ἓν δὲ ῥητορικόν. πολιτικὸν μὲν οὖν 
-Z//55/9	ἐστι τὸ ὑπὲρ νόμων καί τινων τιμωριῶν προβαλλόμενον, 
-Z//55/10	οἷον πότερον δεῖ κολάζειν τὰ ξενικὰ ἁμαρτήματα ἢ τὰ πο-
-Z//55/11	λιτικὰ ἢ ἀνόμοια ἢ τἆλλα τὰ τοιαῦτα. διαλεκτικὸν δέ, οἷον 
-Z//55/12	πότερον τῶν ἐναντίων ἡ αὐτὴ ἐπιστήμη ἢ ἑτέρα, καὶ τἆλλα  
-Z//56/1	τὰ τοιαῦτα. φυσικὸν δέ, οἷον πότερον εἷς κόσμος ἐστὶν ἢ 
-Z//56/2	πλείους, καὶ τἆλλα τὰ τοιαῦτα. ἠθικὸν δέ, οἷον πότερον δεῖ 
-Z//56/3	πάντα χαρίζεσθαι τοῖς φίλοις ἢ τὰ μὲν τὰ δὲ οὔ, καὶ τἆλλα 
-Z//56/4	τὰ τοιαῦτα. ῥητορικὸν δέ, οἷον ἐάν τις ὑπὲρ ποιητῶν κατ-
-Z//56/5	ηγορῇ ἢ ἀπολογῆται, οἷον διατί τὸν Ὀδυσσέα οἱ ἑταῖροι 
-Z//56/6	φρονιμώτατον ὄντα ἐξέθηκαν εἰς τὴν νῆσον καθεύδοντα, καὶ 
-Z//56/7	τὰ τοιαῦτα. 
-Z//56/8	[43] 
-Z//56/9	  διαιρεῖται ἡ κόλασις εἰς τέσσαρα. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//56/10	ἀναίρεσις, ἓν δὲ εἰς ἀργυρίου λόγον, ἓν δὲ εἰς προπηλα-
-Z//56/11	κισμόν, ἓν δὲ εἰς κάκωσιν σώματος. ἡ μὲν οὖν ἀναίρεσίς 
-Z//56/12	ἐστιν, οἷον ἐπὶ τοῖς ἀνηκέστοις ἁμαρτήμασι, ὅπερ τιμωρία 
-Z//56/13	ὀνομάζεται. αἱ δὲ εἰς ἀργυρίου λόγον, οἷον αἱ ὑπὸ τῶν νόμων 
-Z//56/14	ζημίαι κολάζουσιν. αἱ δὲ εἰς προπηλακισμοῦ λόγον, οἷον αἱ 
-Z//56/15	ἀτιμίαι αἱ ἐν ταῖς πόλεσι γινόμεναι, οἷον ἄτιμον εἶναι ὃς 
-Z//56/16	ἂν ἀσπίδα ῥίψῃ ἢ παρακαταθήκην ἀποστερήσῃ, καὶ 〈αἱ〉 
-Z//56/17	ἄλλαι αἱ τῶν νόμων ἀτιμίαι. αἱ δὲ εἰς κάκωσιν σώματος, 
-Z//56/18	οἷον οἱ μαστιγοῦντες καὶ οἱ λοιδοροῦντες καὶ οἱ τοιοῦτοι.  
-Z//57/1	[45] 
-Z//57/2	  διαιρεῖται ἡ ἁμαρτία εἰς τρία. ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//57/3	μετὰ ἀδικίας, ἓν δὲ μετὰ ἀγνοίας, ἓν δὲ μετὰ ἀτυχίας. τὸ 
-Z//57/4	μὲν οὖν μετὰ ἀδικίας ἁμαρτάνειν ἐστίν, οἷον τὸ εἰς θεὸν 
-Z//57/5	ἀσεβεῖν καὶ τοὺς φίλους κακῶς ποιεῖν καὶ τὰ ἐν ταῖς πό-
-Z//57/6	λεσιν ἀδικήματα, τὸ δὲ μετὰ ἀγνοίας ἁμαρτάνειν, οἷον γραμ-
-Z//57/7	ματικῇ καὶ ἀριθμητικῇ καὶ ταῖς τοιαύταις ἐπιστήμαις· ταῦτα 
-Z//57/8	γὰρ οὐ μετὰ ἀδικίας γίνεται, ἀλλὰ μετὰ ἀγνοίας. μετὰ ἀτυ-
-Z//57/9	χίας δὲ ἁμαρτάνειν ἐστίν, οἷον οἱ τοῦ σκοποῦ ἀποτυγχάνοντες 
-Z//57/10	καὶ οἱ τῶν ὁδῶν καὶ οἱ ἀκούσια ἁμαρτάνοντες. 
-Z//57/11	[46] 
-Z//57/12	  διαιρεῖται ἡ ἀτυχία εἰς τρία. ἔστι γὰρ αὐτῆς ἓν μὲν ἐν 
-Z//57/13	ταῖς πράξεσιν, ἓν δὲ ἐν τοῖς καιροῖς, ἓν δὲ ἐν τοῖς συμπτώ-
-Z//57/14	μασι τοῖς ἀπὸ ταὐτομάτου γινομένοις. τὸ μὲν οὖν ἐν ταῖς 
-Z//57/15	πράξεσιν ἀτυχεῖν βλάπτεσθαι καὶ ζημιοῦσθαί ἐστι, τὸ δὲ ἐν 
-Z//57/16	τοῖς καιροῖς ἀτυχεῖν ὑστερεῖσθαί ἐστι καὶ προτερεῖν καὶ [τοῦ] 
-Z//57/17	διαμαρτάνειν [καὶ] τοῦ καιροῦ [γινόμενον], τὸ δὲ ἐν τοῖς 
-Z//57/18	συμπτώμασι τοῖς ἀπὸ ταὐτομάτου γινομένοις, οἷον αἱ πληγαὶ 
-Z//57/19	αἱ ἐξαίφνης καὶ αἱ βλάβαι αἱ ἐξ ἀπροσδοκήτου προσ-
-Z//57/20	πίπτουσαι. 
-Z//57/21	[47] 
-Z//57/22	  διαιρεῖται τὰ ἴδια καὶ τὰ κοινῶς ἀγαθὰ εἰς πέντε. ἔστι 
-Z//57/23	γὰρ αὐτῶν τὰ μὲν ἴδια θεοῦ, τὰ δὲ ἴδια ἀνθρώπων, τὰ δὲ  
-Z//58/1	κοινὰ θεοῦ καὶ ἀνθρώπων, τὰ δὲ κοινὰ ἀνθρώπων καὶ τῶν 
-Z//58/2	ἄλλων ζῴων πλὴν θεοῦ, τὰ δὲ πάντων κοινά. ἴδια μὲν 
-Z//58/3	οὖν ἐστι θεοῦ τὸ ἀίδιον εἶναι καὶ τὰ τοιαῦτα, ἴδια δὲ ἀν-
-Z//58/4	θρώπου τὸ σώφρονα καὶ δίκαιον εἶναι καὶ τὰ τοιαῦτα, κοινὰ 
-Z//58/5	〈δὲ〉 θεοῦ καὶ ἀνθρώπων τὸ σπουδαῖον εἶναι· καὶ γὰρ τῷ 
-Z//58/6	θεῷ ὑπάρχει καὶ τῷ ἀνθρώπῳ σπουδαίῳ εἶναι. ἴδιον δὲ ἀν-
-Z//58/7	θρώπου ἡ ἐγκράτεια κακοῦ τινος οὖσα ἀποτρεπτική, τῷ θεῷ 
-Z//58/8	δὲ οὔτε γενέσθαι οὔτε ὑπάρχειν κακὸν καλῶς ἔχει λέγειν· 
-Z//58/9	καὶ τἆλλα τὰ τοιαῦτα. κοινὸν δὲ ἀνθρώπων καὶ τῶν ἄλλων 
-Z//58/10	ζῴων πλὴν θεοῦ ἀνδρεία· αὕτη γὰρ κινδύνου τινὸς καὶ 
-Z//58/11	φόβου ἀντιστατική ἐστι· καὶ πάντα τὰ τοιαῦτα. πάντων δὲ 
-Z//58/12	κοινὸν τὸ καλόν. 
-Z//58/14	[49] 
-Z//58/15	  διαιρεῖται τὸ ψευδολογεῖν εἰς τέσσαρα. ἔστι γὰρ αὐτοῦ 
-Z//58/16	ἓν μὲν ἐν ἀλαζονείᾳ, ἓν δὲ εἰρωνεία, ἓν δὲ κερτόμησις, ἓν 
-Z//58/17	δὲ ψευδολογία τις μετὰ βλάβης. ὁ μὲν οὖν ἀλαζονευόμενος 
-Z//58/18	ἐπὶ πλεῖον καὶ μεῖζον ψεύδεται· προσποιητικὸς γάρ ἐστιν 
-Z//58/19	ὃ οὐκ οἶδεν εἰδέναι θέλων καὶ ἅπερ οὐκ ἔχει ἔχειν. ὁ δὲ 
-Z//58/20	εἰρωνευόμενος ἐπὶ τὸ ἔλαττον ψεύδεται· ὅ τε γὰρ πλούσιος  
-Z//59/1	πένης φησὶν εἶναι, ἐὰν εἰρωνεύηται, καὶ ὁ σοφὸς οὐκ εἶναι 
-Z//59/2	σοφός. ὁ δὲ ἐν τῷ κερτομεῖν ψευδολογῶν μετὰ τοῦ σκώ-
-Z//59/3	πτειν, οἷον 〈ὁ〉 τὸ ἡττᾶσθαι κρατεῖν ἢ καλὸν τὸ κακὸν λέ-
-Z//59/4	γων καὶ σοφὸν τὸ ἀπαίδευτον, ὁ δὲ μετὰ βλάβης, οἷον ὁ τὰ 
-Z//59/5	ψευδῆ μαρτυρῶν καὶ ἀπαρνούμενος καὶ τἆλλα τὰ τοιαῦτα. 
-Z//59/6	[50] 
-Z//59/7	  διαιρεῖται ὁ ψευδόμενος εἰς δύο. ὁ μὲν γὰρ ἑκὼν ψεύ-
-Z//59/8	δεται, ὁ δὲ ἄκων. ὁ μὲν οὖν ἑκὼν ψευδόμενος ἐξαπατᾷ 
-Z//59/9	τινας καὶ ἄλλοις ἀπάτην ἐμποιεῖ, ὁ δὲ ἄκων ψευδόμενος 
-Z//59/10	αὐτὸς ἐξηπατημένος ψεύδεται ἀπὸ τῆς ἐν αὐτῷ ἀπάτης 
-Z//59/11	οὔσης. 
-Z//59/15	[54] 
-Z//59/16	  διαιρεῖται ὁ καθαρισμὸς καὶ ἡ κάθαρσις εἰς τρία. ἔστι 
-Z//59/17	γὰρ αὐτῶν ἓν μὲν νόμῳ, ἓν δὲ φύσει, ἓν δὲ τέχνῃ καὶ  
-Z//60/1	πράγματι. νόμῳ μὲν οὖν ἐστι καθαρμός 〈........, φύσει 
-Z//60/2	δὲ,〉 οἷον ὅ τε τοῦ ἀέρος, ὅταν ἀποκαθαίρηται καὶ ὅταν 〈τὰ〉 
-Z//60/3	ὕδατα ὦσι καθαρὰ καὶ τὰ βρώματα καὶ πάντα 〈τὰ τοιαῦτα〉. 
-Z//60/4	τέχνῃ δὲ καὶ πράγματι, οἷον ἥ τε τῶν χαλκωμάτων καὶ τῶν 
-Z//60/5	ἱματίων πλύσις καὶ τὰ τοιαῦτα. 
-Z//60/7	[56] 
-Z//60/8	  τῶν [ὄντων] ἀγαθῶν ὁμοιότης τῶν περὶ τὴν ψυχὴν καὶ 
-Z//60/9	τῶν περὶ τὸ σῶμα καὶ τῶν ἐκτός ἐστιν αὕτη· τὰ μὲν οὖν 
-Z//60/10	πρῶτα τοῖς πρώτοις ἐστὶν ὅμοια, τὰ δὲ δεύτερα τοῖς δευτέ-
-Z//60/11	ροις, τὰ δὲ τρίτα τοῖς τρίτοις, τὰ δὲ τέταρτα τοῖς τετάρτοις. 
-Z//60/12	ἔστι δὲ τὰ μὲν ἐν ψυχῇ, τὰ δὲ ἐν σώματι, τὰ δὲ ἐκτός. 
-Z//60/13	  ἡ μὲν γὰρ <φρόνησις> ἐν ψυχῇ οὖσα αἰτία ἐστὶ τοῦ 
-Z//60/14	κράτιστα τὴν ψυχὴν διακεῖσθαι, ἡ δὲ <εὐεξία> αἰτία ἐστὶ τοῦ 
-Z//60/15	τὸ σῶμα ἄριστα διακεῖσθαι, 〈ἡ δὲ <εὐδοξία> αἰτία ἐστὶ τοῦ 
-Z//60/16	τὰ ἐκτὸς ἄριστα διακεῖσθαι〉· ὅπερ γὰρ βούλεται πράττει ὁ 
-Z//60/17	εὐδοξῶν. ἕκαστον ἄρα τούτων τῶν ἀγαθῶν πρωταγωνιστεῖ 
-Z//60/18	καὶ πρώτη λαμβάνεται 〈ταύτῃ〉 ἡ ὁμοιότης. 
-Z//60/19	  καὶ πάλιν ἡ μὲν <δικαιοσύνη> ἐν ψυχῇ ἐστιν ἡ καὶ 
[0086]  [048]  [Divis]  []

-Z//60/20	αἰτία οὖσα τῶν τῆς ψυχῆς μερῶν, ἡ δὲ <εὐπρέπεια> ἐν σώ-
-Z//60/21	ματι οὖσα εὐταξία ἐστὶ τῶν τοῦ σώματος μερῶν, ψυχροῦ 
-Z//60/22	καὶ θερμοῦ καὶ ξηροῦ καὶ ὑγροῦ, ἡ δὲ <εὐτυχία> ἐκτὸς οὖσα  
-Z//61/1	εὐκαιρία τίς ἐστι πραγμάτων συμπτώσεως. ὥστε ταύτῃ πά-
-Z//61/2	λιν παραλαμβάνεται ἡ ὁμοιότης τῶν ἀγαθῶν. 
-Z//61/3	  καὶ πάλιν ἡ μὲν <ἀνδρεία> ἐν ψυχῇ οὖσα ἰσχύς τίς ἐστι 
-Z//61/4	καὶ ῥώμη πρὸς φόβους καὶ τὰ τοιαῦτα, ἡ δὲ <ἰσχὺς> ἐν 
-Z//61/5	σώματι οὖσα πρὸς τοὺς πόνους καὶ τὰς κακοπαθείας ἰσχύς 
-Z//61/6	ἐστιν, οἱ δὲ <φίλοι> ἐκτὸς ὄντες ἰσχὺν τήνδε ἔχουσι πρὸς 
-Z//61/7	τὴν ἐκτὸς βοήθειαν· ᾧ γὰρ πολλοὶ φίλοι εἰσὶν ἰσχυρότερος 
-Z//61/8	οὗτος ἐν πόλει. λαμβάνεται δὲ καὶ ταύτῃ τῶν ἀγαθῶν τού-
-Z//61/9	των 〈ἡ〉 ὁμοιότης. 
-Z//61/10	  καὶ πάλιν ἡ μὲν <σωφροσύνη> ἐν ψυχῇ οὖσα κοσμεῖ 
-Z//61/11	τὴν ψυχὴν καὶ συμμέτρως ζῆν ποεῖ, τὸ δὲ <κάλλος> ἐν σώ-
-Z//61/12	ματι ὂν κοσμεῖ τὸ σῶμα καὶ σύμμετρον παρασκευάζει, ὁ δὲ 
-Z//61/13	<πλοῦτος> ἐκτὸς ὢν χορηγὸς καὶ κοσμητὴς τῶν ἀνθρώπων 
-Z//61/14	ἐστίν. καὶ ταύτῃ λαμβάνεται τῶν ἀγαθῶν τούτων ἡ ὁμοιότης. 
-Z//61/15	[57] 
-Z//61/16	  τῶν κακῶν ὁμοιότης τῶν περὶ τὴν ψυχὴν καὶ 〈τῶν 
-Z//61/17	περὶ〉 τὸ σῶμα καὶ τῶν ἐκτός ἐστιν αὕτη. 
-Z//61/18	  ἐν τῇ ψυχῇ μέν ἐστιν <ἀδικία> κάκιστα τὴν ψυχὴν δια-
-Z//61/19	τιθεῖσα, ἐν δὲ τῷ σώματι <νόσος> κάκιστα διατιθεῖσα τὸ 
-Z//61/20	σῶμα, ἐν δὲ τοῖς ἐκτὸς <ἀτυχία> κάκιστα διατιθεῖσα τὰς ἐκτὸς 
-Z//61/21	πράξεις· καὶ ταύτῃ λαμβάνεται ἡ ὁμοιότης τῶν κακῶν τούτων. 
-Z//61/22	  καὶ πάλιν ἐν μὲν ψυχῇ <ἀφροσύνη> ἀρρωστία τίς ἐστι 
-Z//61/23	καὶ ἀλογιστία ψυχῆς, ἐν δὲ σώματι <καχεξία> ἀρρωστία ἐστίν, 
-Z//61/24	ἐν δὲ τοῖς ἐκτὸς <ἀδοξία·> προπηλακισμὸν γὰρ καὶ ἀρρωστίαν 
-Z//61/25	καὶ ὀλιγωρίαν περὶ τὰ ἄλλα τινὰ ἐμποιεῖ ταῖς ἐκτὸς πράξεσι. 
-Z//61/26	καὶ ταύτῃ πάλιν λαμβάνεται τῶν κακῶν τούτων ἡ ὁμοιότης. 
-Z//61/27	  καὶ πάλιν ἐν μὲν ψυχῇ <δειλία> οὖσα ἐκπληκτικὰς καὶ 
-Z//61/28	πάντων ἥττους τῶν φόβων παρασκευάζει τὰς ψυχάς, ἐν δὲ  
-Z//62/1	σώματι <ἀσθένεια> πάντων τῶν πόνων ἡττᾶσθαι τὰ σώματα 
-Z//62/2	παρασκευάζει, ἐν δὲ τοῖς ἐκτὸς <ἐχθροὶ> ὄντες ἀσθενῆ περὶ 
-Z//62/3	τὰς ἐκτὸς πράξεις καὶ εὐκαταφρόνητον ποιοῦσιν· ᾧ γὰρ 
-Z//62/4	πολλοί εἰσιν ἐχθροὶ οὐδὲν τούτῳ ῥαδίως ὑπάρχει. καὶ ἔστιν 
-Z//62/5	ἡ μὲν δειλία ἐν φόβῳ εὐκαταφρονήτους ποιοῦσα, ἡ δὲ 
-Z//62/6	ἀσθένεια ἐν πόνοις εὐκαταφρόνητον τὸ σῶμα ποιεῖ, ἡ δὲ 
-Z//62/7	ἔχθρα ἐν πράξεσι ταῖς ἐν βίῳ. 
-Z//62/8	  καὶ πάλιν ἡ μὲν <ἀσωτία καὶ ἀκολασία> αἰσχρὰν τὴν 
-Z//62/9	ψυχὴν καὶ ἄκοσμον παρασκευάζει, τὸ δὲ <αἶσχος> ἐν σώματι 
-Z//62/10	ὂν αἰσχρὸν τὸ σῶμα καὶ ἄκοσμον παρασκευάζει, ἡ δὲ <πενία> 
-Z//62/11	ἐκτὸς οὖσα αἰσχρὸν βίον παρασκευάζει. καὶ ταύτῃ λαμβάνεται 
-Z//62/12	τῶν κακῶν τούτων ἡ ὁμοιότης. 
-Z//62/14	[59] 
-Z//62/15	  διαιρεῖται ἡ ἀποβολὴ τῆς ἐπιστήμης εἰς τρία. ἔστι γὰρ 
-Z//62/16	αὐτῆς ἓν μὲν ἐὰν φθαρῇ οὗπέρ ἐστιν ἡ ἐπιστήμη, ἓν δὲ 
-Z//62/17	ἐὰν λήθη γένηται, ἓν δὲ ἐὰν ὁ ἔχων τὴν ἐπιστήμην φθαρῇ. 
-Z//62/18	ἐὰν μὲν οὖν οὗ ἐστιν ἡ ἐπιστήμη φθαρῇ οἷον Σωκράτης, 
-Z//62/19	οὐκ ἔτι ἔστιν ἐπιστήμη· ἔφθαρται γάρ. ἐὰν δὲ λήθη γέ-
-Z//62/20	νηται, καὶ οὕτως ἀποβάλλομεν τὴν ἐπιστήμην. ἐὰν δὲ ὁ 
-Z//62/21	ἔχων τὴν ἐπιστήμην φθαρῇ ἄνθρωπος, ἀναγκαῖόν ἐστι συμ-
-Z//62/22	φθείρεσθαι καὶ ἀποβάλλεσθαι αὐτήν.  
-Z//63/5	[64] 
-Z//63/6	  σκεπτέον ἥτις ἐστὶ τῶν ζῴων πρὸς ἄλληλα διαφορά. 
-Z//63/7	φαμὲν οὖν εἶναι τῶν ζῴων τὰ μὲν θνητά, τὰ δὲ ἀθάνατα. 
-Z//63/8	θνητὰ μὲν οὖν εἰσι ὅσα πέφυκε φθείρεσθαι καὶ αἵματος 
-Z//63/9	κοινωνεῖν, οἷον ἄνθρωπος καὶ βοῦς καὶ τὰ τοιαῦτα τῶν 
-Z//63/10	ζῴων· ἀθάνατα δὲ οἷον ἄγγελοι. τῶν δὲ θνητῶν ζῴων τὰ 
-Z//63/11	μέν ἐστι πτηνά, τὰ δὲ ἔνυδρα, τὰ δὲ πεζά. πεζὰ μὲν οὖν 
-Z//63/12	εἰσὶν οἷον ἄνθρωπος κύων ἵππος καὶ τὰ τοιαῦτα 〈, ἔνυδρα 
-Z//63/13	δὲ ........ καὶ τὰ τοιαῦτα〉 καὶ ἁπλῶς οἷς ἡ διαγωγὴ ἐν 
-Z//63/14	ὑγρῷ ἐστι, πτηνὰ δὲ οἷον ὄρνιθες καὶ σφῆκες καὶ μέλισσαι 
-Z//63/15	καὶ ἄλλα ὅσα [τοιαῦτα ἃ] διὰ τῆς οἰκείας φύσεως ὀχοῦνται 
-Z//63/16	κατὰ τὸν ἀέρα. πάντα δὲ τὰ τοιαῦτα καὶ κατὰ ψυχὴν καὶ 
-Z//63/17	κατὰ τὸ σῶμα δοκεῖ διαφέρειν ἀλλήλων. ὅτι μὲν οὖν κοι-
-Z//63/18	νῶς κατὰ πάντων τούτων κατηγορεῖται ζῷον εἶναι δῆλον, 
-Z//63/19	διαφορὰν δέ τινα ἔχει τούτων ἕκαστον καθάπερ εἴπομεν· τὸ 
-Z//63/20	μὲν γὰρ αὐτῶν πεζόν, τὸ δὲ ἔνυδρον, τὸ δὲ πτηνόν, τὸ δὲ 
-Z//63/21	ἀθάνατον. τὸ δὲ κοινὸν κατηγορούμενον ἐφ' ἁπάντων φαμὲν 
-Z//63/22	εἶναι τὸ <γένος.> ἕκαστον δὲ τούτων ἐστὶ ζῷον, τὰ δὲ διαι-
-Z//63/23	ρεθέντα τῶν ζῴων λεκτέον <εἴδη> εἶναι. 
-Z//63/24	  τὸν αὐτὸν δὲ τρόπον καὶ ἐπὶ σχήματος καὶ ἀριθμοῦ. 
-Z//63/25	τοῦ τε γὰρ τριγώνου καὶ τῶν λοιπῶν κοινόν φαμεν εἶναι 
-Z//63/26	τὸ σχῆμα· τούτων γὰρ ἕκαστόν ἐστιν ὅπερ ὑπάρχει σχῆμά 
-Z//63/27	τι. δῆλον οὖν ὅτι τὸ μὲν σχῆμα γένος ἂν εἴη τούτων,  
-Z//64/1	ταῦτα δὲ τοῦ σχήματος εἴδη· τὸ γὰρ σχῆμα διαιρήσομεν εἰς 
-Z//64/2	τρίγωνον καὶ τετράγωνον καὶ τὰ λοιπά. ὁμοίως δὲ καὶ τὸ 
-Z//64/3	περιττὸν καὶ τὸ ἄρτιον εἴδη τοῦ ἀριθμοῦ ἐστι. κοινῇ γὰρ 
-Z//64/4	αὐτῶν κατηγορεῖται ὁ ἀριθμός. ἐπεὶ δὲ τὸ μὲν γένος δοκεῖ 
-Z//64/5	πρότερον εἶναι τοῦ εἴδους, τὸ δὲ πρότερον οὐχ ἁπλῶς λέ-
-Z//64/6	γεται, εἴπωμεν περὶ αὐτοῦ. 
-Z//64/7	[65] 
-Z//64/8	  τὸ πρότερον λέγεται πενταχῶς. ἢ γὰρ φύσει ἢ χρόνῳ ἢ 
-Z//64/9	δυνάμει ἢ θέσει ἢ τάξει λεχθήσεται. θέσει μὲν οὖν, οἷον 
-Z//64/10	ὃ ἐπὶ τῶν κειμένων ψήφων εἰώθαμεν λέγειν, οἷον ὅτι 
-Z//64/11	προτέρα αὕτη ταύτης. τάξει δέ, οἷον ὁ ταξίαρχος τοῦ λοχαγοῦ 
